,City,country,Latitude,Longitude,Date,Max Temp,Humidity,Cloudiness,Wind Speed
299,barrow,US,71.29,-156.79,1583964558.0,-34.6,91.0,20.0,8.05
300,luzhou,CN,28.87,105.44,1583964558.0,56.77,73.0,95.0,3.4
301,sisimiut,GL,66.94,-53.67,1583964558.0,-2.25,91.0,89.0,4.5
302,broome,US,42.25,-75.83,1583964558.0,44.01,44.0,90.0,5.82
303,clyde river,CA,70.47,-68.59,1583964558.0,-16.6,75.0,75.0,10.29
305,petawawa,CA,45.9,-77.33,1583964558.0,32.0,68.0,90.0,3.36
306,espanola,US,35.99,-106.08,1583964369.0,64.4,44.0,90.0,6.93
307,shiloh,US,38.56,-89.9,1583964559.0,64.0,72.0,1.0,3.22
308,puerto cabezas,NI,14.04,-83.39,1583964559.0,82.4,88.0,75.0,11.41
309,cap-aux-meules,CA,47.38,-61.86,1583964559.0,23.0,79.0,90.0,16.11
310,merauke,ID,-8.47,140.33,1583964559.0,75.74,97.0,100.0,5.06
311,marang,MY,5.21,103.21,1583964559.0,78.8,94.0,40.0,2.24
312,bathurst,AU,-33.42,149.58,1583964559.0,60.01,76.0,3.0,1.01
313,saint-georges,GD,12.06,-61.75,1583964559.0,82.4,61.0,20.0,14.99
314,palmer,US,42.16,-72.33,1583964560.0,54.0,31.0,1.0,8.05
315,umba,RU,66.69,34.34,1583964560.0,30.52,98.0,100.0,5.23
316,verkhnevilyuysk,RU,63.45,120.32,1583964560.0,-25.11,96.0,0.0,5.97
317,diamantina,BR,-18.25,-43.6,1583964560.0,67.66,95.0,3.0,4.23
318,uinskoye,RU,56.88,56.58,1583964560.0,33.22,77.0,100.0,14.79
320,micheweni,TZ,-4.97,39.83,1583964560.0,84.61,78.0,63.0,13.24
321,lavrentiya,RU,65.58,-171.0,1583964560.0,-1.12,96.0,100.0,4.61
322,avarua,CK,-21.21,-159.78,1583964561.0,84.2,74.0,46.0,9.17
323,codrington,AU,-38.27,141.97,1583964561.0,68.81,53.0,63.0,17.0
324,parana,AR,-31.73,-60.52,1583964561.0,100.49,23.0,66.0,9.78
325,tessalit,ML,20.2,1.01,1583964561.0,77.23,9.0,100.0,14.5
327,juterbog,DE,51.98,13.08,1583964561.0,51.01,93.0,75.0,10.29
328,tandil,AR,-37.32,-59.13,1583964561.0,69.01,79.0,100.0,3.0
329,ono,JP,34.85,134.93,1583964561.0,46.4,49.0,20.0,14.99
330,jurilovca,RO,44.77,28.87,1583964562.0,50.0,75.0,96.0,5.82
331,okhotsk,RU,59.38,143.3,1583964562.0,2.35,63.0,100.0,19.06
333,noboribetsu,JP,42.45,141.17,1583964562.0,32.0,100.0,75.0,3.36
335,cockburn town,TC,21.46,-71.14,1583964562.0,77.0,69.0,40.0,11.41
336,mount gambier,AU,-37.83,140.77,1583964563.0,62.6,63.0,49.0,6.93
337,mizdah,LY,31.45,12.98,1583964563.0,48.31,80.0,0.0,5.5
338,ozernovskiy,RU,51.5,156.52,1583964563.0,32.92,83.0,100.0,35.1
339,ayni,TJ,39.39,68.54,1583964563.0,19.92,75.0,76.0,5.57
340,belmonte,BR,-15.86,-38.88,1583964563.0,77.0,94.0,75.0,2.24
341,udalguri,IN,26.77,92.13,1583964483.0,48.99,76.0,0.0,6.46
342,sinnamary,GF,5.38,-52.95,1583964564.0,79.41,71.0,65.0,12.1
343,cherskiy,RU,68.75,161.3,1583964564.0,-11.07,96.0,100.0,6.35
344,watsa,CD,3.04,29.54,1583964564.0,65.46,93.0,100.0,2.84
345,saskylakh,RU,71.92,114.08,1583964444.0,-3.57,89.0,100.0,20.71
346,pechora,RU,65.15,57.22,1583964564.0,30.45,96.0,100.0,5.44
347,south venice,US,27.05,-82.42,1583964564.0,84.0,64.0,1.0,5.82
348,auki,SB,-8.77,160.7,1583964564.0,83.07,73.0,100.0,2.06
349,palu,ID,-0.89,119.87,1583964564.0,67.78,97.0,45.0,2.77
350,luderitz,NA,-26.65,15.16,1583964565.0,64.4,88.0,12.0,9.17
351,bambous virieux,MU,-20.34,57.76,1583964565.0,80.6,94.0,75.0,3.36
352,camacha,PT,33.08,-16.33,1583964565.0,62.6,77.0,40.0,6.93
353,toora-khem,RU,52.47,96.11,1583964565.0,1.33,92.0,77.0,2.37
354,ancud,CL,-41.87,-73.82,1583964565.0,64.4,59.0,38.0,10.29
355,mgandu,TZ,-5.95,34.13,1583964565.0,63.77,96.0,100.0,3.27
356,grootfontein,NA,-19.57,18.12,1583964565.0,66.06,60.0,10.0,1.32
357,bryan,US,30.67,-96.37,1583964523.0,82.4,57.0,40.0,12.75
358,hamilton,US,39.18,-84.53,1583964542.0,55.0,66.0,75.0,5.82
359,sikandra,IN,26.37,79.65,1583964566.0,67.26,75.0,0.0,7.14
360,los llanos de aridane,ES,28.66,-17.92,1583964566.0,68.0,82.0,40.0,8.05
361,alyangula,AU,-13.85,136.42,1583964566.0,73.4,100.0,99.0,5.23
362,hope,US,33.67,-93.59,1583964566.0,81.0,54.0,1.0,13.87
363,abasolo,MX,20.45,-101.52,1583964566.0,84.2,26.0,75.0,4.7
364,arraias,BR,-12.93,-46.94,1583964566.0,74.1,93.0,100.0,3.56
365,gaoua,BF,10.3,-3.25,1583964566.0,84.07,7.0,100.0,3.36
366,karratha,AU,-20.74,116.85,1583964567.0,86.79,59.0,100.0,17.94
367,bayamo,CU,20.38,-76.64,1583964567.0,78.8,69.0,75.0,16.11
368,dawei,MM,14.08,98.2,1583964567.0,76.08,81.0,4.0,6.2
369,lata,PT,40.16,-8.33,1583964567.0,57.0,87.0,100.0,6.93
370,kismayo,SO,-0.36,42.55,1583964484.0,81.39,76.0,100.0,17.0
371,grindavik,IS,63.84,-22.43,1583964567.0,32.0,80.0,90.0,28.86
372,pontianak,ID,-0.03,109.33,1583964567.0,73.85,99.0,70.0,1.45
373,adiake,CI,5.29,-3.3,1583964567.0,80.6,88.0,20.0,3.36
374,ketchikan,US,55.34,-131.65,1583964285.0,39.2,60.0,90.0,13.87
375,kesinga,IN,20.2,83.23,1583964568.0,80.58,55.0,92.0,3.11
376,narsaq,GL,60.92,-46.05,1583964568.0,15.31,61.0,0.0,2.8
377,aden,YE,12.78,45.04,1583964343.0,77.04,53.0,0.0,15.97
380,yulara,AU,-25.24,130.99,1583964568.0,71.6,49.0,36.0,8.05
381,egvekinot,RU,66.32,-179.17,1583964569.0,-10.37,96.0,45.0,2.01
382,haapiti,PF,-17.57,-149.87,1583964569.0,89.6,59.0,75.0,14.99
383,presidencia roque saenz pena,AR,-26.79,-60.44,1583964370.0,98.96,22.0,84.0,8.41
384,boden,SE,65.83,21.69,1583964569.0,32.0,98.0,90.0,4.7
385,touros,BR,-5.2,-35.46,1583964354.0,84.2,74.0,20.0,9.17
386,felanitx,ES,39.47,3.15,1583964569.0,57.99,100.0,75.0,2.24
387,kruisfontein,ZA,-34.0,24.73,1583964569.0,67.35,82.0,100.0,17.78
388,shache,CN,38.42,77.24,1583964570.0,42.58,32.0,100.0,2.15
389,cibitoke,BI,-2.88,29.25,1583964570.0,60.17,95.0,100.0,1.59
390,tingo maria,PE,-9.29,-76.01,1583964370.0,84.2,70.0,40.0,16.11
391,margate,GB,51.38,1.39,1583964561.0,53.01,81.0,20.0,19.46
392,wanning,CN,18.8,110.4,1583964570.0,73.33,93.0,1.0,7.05
393,abyek,IR,36.07,50.55,1583964570.0,51.8,29.0,100.0,4.7
394,le havre,FR,49.49,0.11,1583964570.0,55.4,81.0,75.0,18.34
395,vatutine,UA,49.02,31.06,1583964570.0,46.94,76.0,78.0,14.92
396,pisco,PE,-13.7,-76.22,1583964571.0,77.0,30.0,0.0,18.34
397,bima,ID,-8.47,118.72,1583964571.0,71.76,93.0,77.0,1.05
398,plettenberg bay,ZA,-34.05,23.37,1583964571.0,67.8,83.0,58.0,11.65
399,bobo dioulasso,BF,11.18,-4.3,1583964571.0,86.0,35.0,100.0,6.93
400,san jeronimo,PE,-11.95,-75.28,1583964571.0,54.12,51.0,38.0,4.59
401,raga,SS,8.46,25.68,1583964571.0,81.23,34.0,0.0,2.68
402,lannion,FR,48.75,-3.42,1583964571.0,54.0,81.0,75.0,19.46
403,mangrol,IN,21.12,70.12,1583964571.0,73.24,56.0,0.0,16.82
404,kribi,CM,2.95,9.92,1583964572.0,82.02,84.0,38.0,8.77
405,port-cartier,CA,50.03,-66.87,1583964572.0,23.0,73.0,75.0,8.05
407,korla,CN,41.76,86.15,1583964572.0,42.01,86.0,0.0,1.01
408,meadow lake,US,34.8,-106.54,1583964572.0,66.2,45.0,75.0,8.05
409,buka,UZ,40.81,69.2,1583964572.0,42.8,60.0,0.0,6.93
410,limenaria,GR,40.63,24.58,1583964573.0,52.0,81.0,20.0,3.36
411,batagay-alyta,RU,67.8,130.41,1583964573.0,-26.0,57.0,0.0,4.09
413,rio grande,BR,-32.03,-52.1,1583964573.0,77.0,83.0,20.0,14.99
414,khatanga,RU,71.97,102.5,1583964573.0,14.2,93.0,100.0,14.99
415,matveyevka,RU,52.15,56.18,1583964573.0,32.0,81.0,97.0,8.95
416,emba,KZ,48.83,58.14,1583964545.0,31.1,78.0,82.0,8.93
417,neiafu,TO,-18.65,-173.98,1583964573.0,84.2,79.0,75.0,6.93
418,tura,IN,25.52,90.22,1583964573.0,67.93,42.0,0.0,3.04
419,carballo,ES,43.21,-8.69,1583964574.0,57.99,87.0,20.0,2.24
420,sovetskiy,RU,61.36,63.58,1583964574.0,29.53,96.0,100.0,6.42
421,mareeba,AU,-17.0,145.43,1583964574.0,78.8,88.0,75.0,23.04
422,maumere,ID,-8.62,122.21,1583964574.0,76.87,85.0,100.0,5.93
423,bilma,NE,18.69,12.92,1583964453.0,62.49,14.0,0.0,14.23
424,fukue,JP,32.69,128.84,1583964574.0,48.2,61.0,56.0,3.36
425,mayumba,GA,-3.43,10.66,1583964574.0,81.39,79.0,100.0,4.5
426,katima mulilo,NA,-17.5,24.27,1583964574.0,71.6,88.0,100.0,1.12
427,biltine,TD,14.53,20.92,1583964296.0,75.07,9.0,45.0,8.39
428,beringovskiy,RU,63.05,179.32,1583964575.0,3.7,91.0,62.0,10.87
429,burnie,AU,-41.07,145.92,1583964575.0,64.99,71.0,97.0,4.0
430,tianpeng,CN,30.99,103.94,1583964575.0,55.4,66.0,52.0,3.6
431,lloydminster,CA,53.28,-110.0,1583964575.0,33.8,74.0,75.0,19.46
432,abbeville,FR,50.1,1.83,1583964575.0,55.99,87.0,90.0,16.11
433,fortuna,US,40.6,-124.16,1583964536.0,57.99,81.0,1.0,14.99
434,matamoros,MX,25.53,-103.25,1583964426.0,89.6,22.0,75.0,4.7
435,bud,US,39.45,-86.18,1583964575.0,51.01,81.0,90.0,5.82
436,saint-francois,FR,46.42,3.91,1583964576.0,53.01,87.0,3.0,0.76
437,baghdad,IQ,33.34,44.4,1583964395.0,68.0,42.0,0.0,6.93
438,fereydun kenar,IR,36.69,52.52,1583964576.0,53.82,49.0,97.0,2.73
439,poopo,BO,-18.37,-66.97,1583964576.0,66.2,34.0,75.0,5.82
440,borovoy,RU,55.43,86.08,1583964576.0,17.6,72.0,100.0,11.18
441,bandarbeyla,SO,9.49,50.81,1583964460.0,78.6,70.0,77.0,18.95
442,maceio,BR,-9.67,-35.74,1583964374.0,80.6,83.0,20.0,8.05
443,evensk,RU,61.95,159.23,1583964467.0,9.82,90.0,100.0,33.53
444,oranjemund,NA,-28.55,16.43,1583964397.0,63.77,84.0,35.0,4.03
445,rio negrinho,BR,-26.25,-49.52,1583964577.0,78.01,92.0,0.0,1.99
446,palmerston,AU,-12.49,130.98,1583964577.0,80.6,88.0,20.0,4.7
447,koslan,RU,63.46,48.9,1583964577.0,32.67,98.0,100.0,5.1
448,mossendjo,CG,-2.95,12.73,1583964424.0,70.84,99.0,85.0,1.43
449,sheopur,IN,25.67,76.7,1583964577.0,65.25,34.0,0.0,4.94
450,brazzaville,CG,-4.27,15.28,1583964577.0,80.6,83.0,40.0,8.05
451,huejuquilla el alto,MX,22.6,-103.87,1583964578.0,84.94,19.0,61.0,3.69
452,ekibastuz,KZ,51.67,75.37,1583964578.0,18.91,70.0,0.0,8.5
453,mnogovershinnyy,RU,53.94,139.92,1583964578.0,-3.73,89.0,18.0,7.2
454,santo tomas,PH,14.11,121.14,1583964578.0,80.6,69.0,20.0,6.93
455,deputatskiy,RU,69.3,139.9,1583964338.0,-28.34,86.0,0.0,1.21
456,puerto quijarro,BO,-17.78,-57.77,1583964578.0,89.8,50.0,0.0,3.13
457,kavaratti,IN,10.57,72.64,1583964578.0,81.54,68.0,0.0,2.37
458,atasu,KZ,48.68,71.64,1583964578.0,16.66,61.0,0.0,5.79
459,dunedin,NZ,-45.87,170.5,1583964541.0,57.99,62.0,0.0,5.99
460,rorvik,NO,64.86,11.24,1583964579.0,41.0,86.0,40.0,13.87
461,porgera,PG,-5.47,143.2,1583964579.0,51.62,99.0,100.0,2.62
462,namwala,ZM,-15.75,26.44,1583964579.0,67.33,95.0,100.0,5.41
463,russell,US,32.35,-85.2,1583964579.0,77.0,64.0,1.0,8.05
464,maridi,SS,4.92,29.47,1583964579.0,73.9,76.0,100.0,4.9
465,atar,MR,20.52,-13.05,1583964579.0,71.94,7.0,0.0,6.51
466,palana,RU,59.12,159.97,1583964579.0,29.79,95.0,100.0,7.72
467,ambon,ID,-3.7,128.18,1583964312.0,75.2,94.0,20.0,6.93
468,taikang,CN,46.83,124.42,1583964580.0,14.88,81.0,0.0,12.5
470,puerto carreno,CO,6.19,-67.49,1583964580.0,96.8,39.0,40.0,5.82
471,san lorenzo,PY,-25.33,-57.53,1583964580.0,98.6,20.0,100.0,9.17
472,nanortalik,GL,60.14,-45.24,1583964580.0,28.22,74.0,16.0,4.27
473,gawler,AU,-34.6,138.73,1583964580.0,80.6,30.0,100.0,16.11
474,saint-pierre,RE,-21.34,55.48,1583964523.0,78.8,94.0,0.0,19.46
475,hayden,US,47.77,-116.79,1583964581.0,51.8,46.0,75.0,21.92
478,mastic beach,US,40.77,-72.85,1583964581.0,55.4,27.0,90.0,6.93
479,kommunisticheskiy,RU,61.68,64.48,1583964581.0,29.79,98.0,100.0,5.93
480,sawakin,SD,19.11,37.33,1583964581.0,78.22,83.0,0.0,7.0
481,the pas,CA,53.83,-101.25,1583964581.0,32.0,92.0,90.0,2.24
482,abha,SA,18.22,42.51,1583964581.0,60.8,77.0,99.0,3.36
483,fayaoue,NC,-20.65,166.53,1583964582.0,81.45,73.0,84.0,7.61
484,pasni,PK,25.26,63.47,1583964582.0,61.97,28.0,0.0,4.5
485,inhambane,MZ,-23.86,35.38,1583964582.0,78.1,76.0,0.0,8.84
486,grand-lahou,CI,5.14,-5.02,1583964582.0,83.57,82.0,86.0,12.82
487,mayo,US,38.89,-76.51,1583964582.0,55.99,57.0,1.0,5.82
488,kieta,PG,-6.22,155.63,1583964582.0,82.24,82.0,100.0,17.63
489,grand gaube,MU,-20.01,57.66,1583964582.0,80.6,94.0,75.0,3.36
490,talnakh,RU,69.49,88.4,1583964404.0,5.0,84.0,90.0,38.03
491,phuntsholing,BT,26.85,89.39,1583964583.0,43.43,73.0,1.0,6.31
492,tommot,RU,58.96,126.29,1583964583.0,-17.79,96.0,100.0,7.45
493,mackay,AU,-21.15,149.2,1583964583.0,80.01,83.0,90.0,13.87
494,caravelas,BR,-17.71,-39.25,1583964583.0,78.89,77.0,100.0,9.13
495,mason city,US,43.15,-93.2,1583964367.0,50.0,75.0,1.0,12.75
496,glenwood springs,US,39.55,-107.32,1583964524.0,51.8,90.0,90.0,6.93
497,praia,CV,14.92,-23.51,1583964583.0,78.8,29.0,0.0,13.87
498,souillac,MU,-20.52,57.52,1583964583.0,80.6,94.0,75.0,3.36
499,ulladulla,AU,-35.35,150.47,1583964584.0,64.0,100.0,75.0,10.29
500,ilfracombe,GB,51.21,-4.11,1583964584.0,48.2,81.0,100.0,35.57
502,ahuimanu,US,21.44,-157.84,1583964584.0,80.6,69.0,75.0,6.06
503,phangnga,TH,8.45,98.53,1583964584.0,77.0,83.0,20.0,1.12
504,iberia,US,29.95,-91.75,1583964584.0,79.0,69.0,40.0,16.11
505,flin flon,CA,54.77,-101.86,1583964584.0,26.6,92.0,90.0,4.7
506,manama,BH,26.22,50.58,1583964443.0,68.0,88.0,5.0,4.7
507,kerema,PG,-7.96,145.78,1583964585.0,74.03,96.0,100.0,6.04
508,north bend,US,43.41,-124.22,1583964306.0,54.0,57.0,44.0,16.11
509,leningradskiy,RU,69.38,178.42,1583964585.0,-14.91,81.0,26.0,9.8
510,goderich,CA,43.75,-81.72,1583964585.0,41.0,78.0,64.0,8.99
511,nelson bay,AU,-32.72,152.15,1583964585.0,68.0,93.0,75.0,11.41
512,bukachacha,RU,52.98,116.92,1583964585.0,-14.75,76.0,0.0,4.92
513,murashi,RU,59.4,48.96,1583964586.0,33.28,98.0,100.0,9.19
514,alofi,NU,-19.06,-169.92,1583964363.0,82.36,78.0,100.0,17.6
515,ha giang,VN,22.83,104.98,1583964586.0,56.73,94.0,73.0,0.69
517,saint-joseph,RE,-21.37,55.62,1583964586.0,78.8,94.0,0.0,19.46
518,ambovombe,MG,-25.17,46.08,1583964586.0,71.04,92.0,0.0,4.45
519,hambantota,LK,6.12,81.12,1583964586.0,77.0,100.0,40.0,3.36
520,santo domingo,DO,18.5,-69.99,1583964287.0,82.4,69.0,75.0,11.41
521,dubbo,AU,-32.25,148.62,1583964586.0,62.6,77.0,40.0,10.29
522,roma,US,43.21,-75.46,1583964304.0,39.99,47.0,90.0,5.82
523,torgelow,DE,53.63,14.02,1583964587.0,46.0,87.0,100.0,5.82
524,faratsiho,MG,-19.4,46.95,1583964587.0,56.48,96.0,71.0,9.28
525,sistranda,NO,63.73,8.83,1583964587.0,42.01,79.0,75.0,17.22
526,jiangyou,CN,31.77,104.72,1583964587.0,38.71,90.0,44.0,2.64
527,srandakan,ID,-7.94,110.25,1583964587.0,74.75,89.0,100.0,2.86
528,kulai,MY,1.66,103.6,1583964588.0,80.6,88.0,75.0,2.24
529,bambanglipuro,ID,-7.95,110.28,1583964534.0,74.75,89.0,100.0,2.86
530,nouadhibou,MR,20.93,-17.03,1583964588.0,77.0,29.0,2.0,9.17
531,homer,US,59.64,-151.55,1583964588.0,24.8,44.0,1.0,7.29
532,yakeshi,CN,49.28,120.73,1583964588.0,-5.64,74.0,0.0,19.75
533,kununurra,AU,-15.77,128.73,1583964588.0,71.6,94.0,0.0,0.94
534,atambua,ID,-9.11,124.89,1583964588.0,76.78,81.0,72.0,3.71
536,destin,US,30.39,-86.5,1583964504.0,77.0,88.0,1.0,3.36
537,yemelyanovo,RU,56.17,92.68,1583964589.0,28.4,46.0,99.0,17.9
538,uarini,BR,-2.99,-65.11,1583964589.0,89.6,66.0,20.0,5.82
539,padang,ID,-0.95,100.35,1583964571.0,69.13,97.0,47.0,2.44
541,san raymundo,GT,14.76,-90.6,1583964589.0,77.0,44.0,40.0,13.87
542,pergamino,AR,-33.89,-60.57,1583964589.0,66.99,95.0,100.0,1.99
543,de aar,ZA,-30.65,24.01,1583964589.0,68.74,59.0,99.0,19.42
544,leme,BR,-22.19,-47.39,1583964590.0,84.2,48.0,0.0,4.7
546,batemans bay,AU,-35.72,150.18,1583964590.0,53.01,96.0,0.0,3.42
547,bagdarin,RU,54.43,113.6,1583964590.0,-18.31,85.0,0.0,6.33
548,palmas,BR,-10.21,-48.36,1583964571.0,82.4,74.0,40.0,5.82
549,ambanja,MG,-13.68,48.45,1583964590.0,78.87,89.0,100.0,2.93
550,mogadishu,SO,2.04,45.34,1583964472.0,80.62,80.0,100.0,24.7
551,marystown,CA,47.17,-55.15,1583964541.0,33.93,95.0,100.0,11.01
552,salina cruz,MX,16.17,-95.2,1583964590.0,83.3,62.0,0.0,32.84
553,panaba,MX,21.28,-88.27,1583964591.0,79.81,63.0,20.0,9.69
554,san quintin,MX,30.48,-115.95,1583964591.0,67.32,78.0,100.0,7.61
555,narathiwat,TH,6.33,101.75,1583964591.0,78.8,88.0,20.0,3.36
556,ismailia,EG,30.6,32.27,1583964524.0,69.91,49.0,82.0,9.82
558,bilibino,RU,68.05,166.44,1583964591.0,-11.11,93.0,100.0,3.04
560,willowmore,ZA,-33.29,23.49,1583964592.0,60.85,88.0,99.0,18.05
561,derzhavinsk,KZ,51.1,66.32,1583964592.0,22.15,88.0,61.0,8.12
562,bezhetsk,RU,57.79,36.7,1583964592.0,39.07,95.0,100.0,9.19
563,mildura,AU,-34.2,142.15,1583964592.0,71.6,35.0,44.0,10.29
564,mantua,IT,45.17,10.78,1583964592.0,53.6,87.0,20.0,1.12
565,husavik,IS,66.04,-17.34,1583964592.0,28.4,92.0,90.0,40.26
566,kondinskoye,RU,59.65,67.41,1583964593.0,34.3,99.0,100.0,10.65
567,leeton,AU,-34.57,146.4,1583964593.0,68.0,72.0,0.0,9.17
568,natal,BR,-5.79,-35.21,1583964330.0,84.2,70.0,20.0,9.17
569,pimentel,PE,-6.84,-79.93,1583964593.0,66.2,29.0,20.0,23.04
570,konstantinovskiy,RU,57.83,39.59,1583964593.0,41.0,100.0,90.0,4.47
572,tazmalt,DZ,36.39,4.4,1583964593.0,51.8,66.0,0.0,5.82
573,kearney,US,40.7,-99.08,1583964594.0,71.6,27.0,1.0,17.22
574,hovd,MN,48.01,91.64,1583964594.0,4.89,56.0,0.0,6.08
575,aginskoye,RU,51.1,114.53,1583964594.0,-2.94,78.0,0.0,10.29
576,benavente,ES,42.0,-5.68,1583964594.0,61.0,76.0,100.0,5.82
577,portland,US,45.52,-122.68,1583963917.0,57.0,37.0,1.0,4.7
580,west bromwich,GB,52.52,-1.99,1583964594.0,48.99,87.0,75.0,16.11
581,sungairaya,ID,0.7,108.9,1583964594.0,74.95,96.0,100.0,4.03
582,the valley,AI,18.22,-63.06,1583964346.0,82.4,61.0,20.0,11.41
583,erdenet,MN,49.03,104.08,1583964595.0,1.17,96.0,79.0,3.56
584,shingu,JP,33.73,135.98,1583964595.0,45.81,70.0,0.0,8.68
585,atmakur,IN,15.88,78.58,1583964595.0,74.8,64.0,0.0,6.49
586,yuma,US,32.73,-114.62,1583964595.0,68.0,82.0,90.0,3.94
588,canico,PT,32.63,-16.85,1583964595.0,62.6,72.0,20.0,18.34
590,tamasane,BW,-22.42,27.4,1583964596.0,73.74,39.0,100.0,7.83
591,aranos,NA,-24.13,19.12,1583964596.0,81.18,25.0,0.0,5.86
592,sherman,US,33.64,-96.61,1583964447.0,87.01,42.0,5.0,11.41
593,salaverry,PE,-8.23,-78.97,1583964596.0,77.0,78.0,0.0,11.41
594,ilo,PE,-17.64,-71.34,1583964596.0,77.0,78.0,0.0,14.99
596,polunochnoye,RU,60.87,60.42,1583964597.0,30.74,98.0,100.0,5.21
